Date,Product_Name,Units_sold,Price,Revenue,Costs_Of_Goods,Marketing_Cost,Logistic_Cost,Other_Cost,Total_Cost,Net_Profit,Operating_Expenses,Initial_Investment,Current_Cash
2020-05-28,product5843,1,30583,30583,20454,1286,1342,1386,24468,6115,3688,10000000,50000
2020-09-19,product5844,2,44444,88888,49712,3708,3130,3911,60461,28427,10606,10000000,50000
2020-04-27,product5845,1,66330,66330,45830,1650,2014,1685,51179,15151,7633,10000000,50000
2020-05-22,product5846,3,99233,297699,197505,6526,9634,12697,226362,71337,37038,10000000,50000
2020-04-26,product5847,4,38525,154100,93047,6172,11227,6553,116999,37101,19830,10000000,50000
2020-10-19,product5848,9,16918,152262,87597,4871,9502,6270,108240,44022,18600,10000000,50000
2020-01-17,product5849,10,21624,216240,138010,5614,10337,7747,161708,54532,22595,10000000,50000
2020-04-26,product5850,1,43813,43813,24427,1802,2768,1891,30888,12925,4216,10000000,50000
2020-07-04,product5851,1,87667,87667,49636,1346,6606,4350,61938,25729,11355,10000000,50000
2020-11-10,product5852,4,69357,277428,192870,12547,13124,13549,232090,45338,37054,10000000,50000
2020-01-24,product5853,6,64459,386754,252999,7456,15767,14460,290682,96072,53404,10000000,50000
2020-11-19,product5854,7,87403,611821,377324,19517,42010,12459,451310,160511,63482,10000000,50000
2020-02-18,product5855,2,35855,71710,41985,2761,5652,3046,53444,18266,5896,10000000,50000
2020-09-04,product5856,3,19096,57288,30013,2686,4124,2456,39279,18009,5174,10000000,50000
2020-07-06,product5857,5,45510,227550,142627,6481,11933,9774,170815,56735,27199,10000000,50000
2020-05-19,product5858,8,31682,253456,160047,3961,10798,9243,184049,69407,19265,10000000,50000
2020-06-10,product5859,8,88521,708168,357628,27457,39901,19428,444414,263754,58111,10000000,50000
2020-02-04,product5860,1,21300,21300,12679,407,725,463,14274,7026,2708,10000000,50000
2020-04-06,product5861,8,50527,404216,235534,14895,13441,19781,283651,120565,39692,10000000,50000
2020-10-04,product5862,6,72241,433446,295362,10401,27697,17924,351384,82062,60883,10000000,50000
2020-11-14,product5863,5,95687,478435,318962,11944,34449,21489,386844,91591,62831,10000000,50000
2020-09-23,product5864,6,28121,168726,102941,2685,6761,4288,116675,52051,19154,10000000,50000
2020-04-01,product5865,8,42437,339496,201463,9251,24379,10777,245870,93626,28076,10000000,50000
2020-04-09,product5866,6,38812,232872,139063,3889,14258,5973,163183,69689,16916,10000000,50000
2020-04-16,product5867,10,33037,330370,207769,8926,13463,11237,241395,88975,46505,10000000,50000
2020-01-28,product5868,3,34853,104559,70206,2361,6548,3899,83014,21545,9860,10000000,50000
2020-04-14,product5869,7,53288,373016,211038,15720,16441,8459,251658,121358,25476,10000000,50000
2020-01-30,product5870,7,68876,482132,255301,22830,28351,11525,318007,164125,59505,10000000,50000
2020-06-13,product5871,7,84479,591353,333836,17835,34467,21102,407240,184113,51662,10000000,50000
2020-03-12,product5872,9,20791,187119,102290,9049,7038,8466,126843,60276,22231,10000000,50000
2020-09-08,product5873,3,93321,279963,151942,7546,22327,10566,192381,87582,29808,10000000,50000
2020-12-25,product5874,7,18832,131824,73956,4702,10090,4521,93269,38555,13372,10000000,50000
2020-11-09,product5875,4,28049,112196,57543,3396,7705,4119,72763,39433,10799,10000000,50000
2020-02-12,product5876,2,83034,166068,109662,4265,5144,6235,125306,40762,23184,10000000,50000
2020-06-10,product5877,6,39469,236814,142289,7956,8711,4901,163857,72957,18724,10000000,50000
2020-12-07,product5878,10,28319,283190,147411,12032,11278,8843,179564,103626,20757,10000000,50000
2020-06-08,product5879,6,21416,128496,72434,5636,5434,4130,87634,40862,16756,10000000,50000
2020-01-08,product5880,6,9316,55896,37891,2720,3727,2548,46886,9010,7436,10000000,50000
2020-05-06,product5881,10,54216,542160,324065,27023,24243,23087,398418,143742,72515,10000000,50000
2020-11-26,product5882,3,98355,295065,199452,8859,22876,6499,237686,57379,39151,10000000,50000
2020-07-29,product5883,10,28812,288120,173246,10801,18838,13759,216644,71476,38107,10000000,50000
2020-12-24,product5884,7,20069,140483,71893,5271,10689,5306,93159,47324,10811,10000000,50000
2020-03-12,product5885,6,64138,384828,195798,19174,28159,8523,251654,133174,25470,10000000,50000
2020-05-06,product5886,10,28599,285990,147810,10319,22600,10409,191138,94852,20578,10000000,50000
2020-11-23,product5887,4,43711,174844,115327,5808,8693,7857,137685,37159,23459,10000000,50000
2020-03-24,product5888,6,83786,502716,324268,20502,25562,13473,383805,118911,44293,10000000,50000
2020-09-16,product5889,4,54286,217144,147377,7213,13331,7656,175577,41567,25894,10000000,50000
2020-02-28,product5890,3,68253,204759,134528,9765,12010,7805,164108,40651,19694,10000000,50000
2020-09-15,product5891,6,39444,236664,131345,6210,17385,5983,160923,75741,21366,10000000,50000
2020-04-09,product5892,1,96173,96173,51583,3502,3882,1953,60920,35253,7840,10000000,50000
2020-05-08,product5893,5,48448,242240,155999,10255,8867,9470,184591,57649,29336,10000000,50000
2020-09-22,product5894,9,90433,813897,499859,14822,32289,22251,569221,244676,101280,10000000,50000
2020-12-23,product5895,10,13021,130210,71455,5088,6617,3428,86588,43622,14638,10000000,50000
2020-08-02,product5896,10,15079,150790,79037,4526,4570,6295,94428,56362,10030,10000000,50000
2020-04-26,product5897,5,61317,306585,190168,7394,16496,10845,224903,81682,42369,10000000,50000
2020-11-10,product5898,2,95048,190096,106048,7695,9269,5730,128742,61354,15663,10000000,50000
2020-05-02,product5899,9,92371,831339,534688,18776,49704,27123,630291,201048,108226,10000000,50000
2020-01-31,product5900,8,36047,288376,154805,4863,21132,7683,188483,99893,36720,10000000,50000
2020-11-20,product5901,1,43667,43667,27894,1273,2643,901,32711,10956,3573,10000000,50000
2020-11-28,product5902,8,10660,85280,44274,1781,4445,1887,52387,32893,8897,10000000,50000
2020-03-02,product5903,3,31438,94314,47862,2073,4269,3271,57475,36839,6744,10000000,50000
2020-12-20,product5904,10,54388,543880,355261,16302,27476,22858,421897,121983,73798,10000000,50000
2020-01-27,product5905,4,82845,331380,192847,8819,16309,14454,232429,98951,24600,10000000,50000
2020-02-15,product5906,5,92672,463360,272428,12055,19387,19214,323084,140276,58119,10000000,50000
2020-07-10,product5907,5,55600,278000,174236,6897,16354,7772,205259,72741,25302,10000000,50000
2020-08-06,product5908,8,28821,230568,127401,6184,7820,7869,149274,81294,29082,10000000,50000
2020-12-06,product5909,3,68222,204666,120336,5644,12238,6358,144576,60090,22376,10000000,50000
2020-12-30,product5910,2,40113,80226,49000,3917,6089,3999,63005,17221,9992,10000000,50000
2020-09-30,product5911,8,72327,578616,359199,26449,39533,26309,451490,127126,81394,10000000,50000
2020-11-15,product5912,8,35914,287312,148547,6617,10190,13758,179112,108200,19417,10000000,50000
2020-08-12,product5913,4,36255,145020,90969,3671,10894,5150,110684,34336,11643,10000000,50000
2020-05-12,product5914,3,50284,150852,76936,3289,5855,3048,89128,61724,16989,10000000,50000
2020-08-06,product5915,9,69807,628263,318679,29840,40958,19464,408941,219322,78079,10000000,50000
2020-11-14,product5916,10,17506,175060,94310,7733,6056,7082,115181,59879,19750,10000000,50000
2020-05-01,product5917,2,37123,74246,37970,1524,5238,2332,47064,27182,5477,10000000,50000
2020-03-11,product5918,2,15655,31310,19370,529,2195,857,22951,8359,2741,10000000,50000
2020-06-25,product5919,6,90979,545874,376397,24509,26173,21980,449059,96815,54998,10000000,50000
2020-12-14,product5920,4,80810,323240,217400,11913,11860,9535,250708,72532,32416,10000000,50000
2020-09-21,product5921,8,17281,138248,74623,6164,9899,4656,95342,42906,10833,10000000,50000
2020-12-24,product5922,2,35708,71416,45258,3078,3092,3350,54778,16638,6915,10000000,50000
2020-02-19,product5923,2,48713,97426,49220,4273,5337,4225,63055,34371,10397,10000000,50000
2020-04-09,product5924,7,98301,688107,465402,20898,36569,26898,549767,138340,75877,10000000,50000
2020-06-18,product5925,4,67326,269304,179267,5922,18829,12527,216545,52759,22559,10000000,50000
2020-09-08,product5926,8,54593,436744,260051,16802,24733,21740,323326,113418,47055,10000000,50000
2020-07-24,product5927,9,86652,779868,413353,25662,42173,34985,516173,263695,64797,10000000,50000
2020-05-26,product5928,7,60092,420644,286766,12211,13464,17183,329624,91020,49490,10000000,50000
2020-09-02,product5929,3,20261,60783,32112,1711,2179,1982,37984,22799,5606,10000000,50000
2020-03-01,product5930,1,69176,69176,45966,2749,4083,3303,56101,13075,6414,10000000,50000
2020-01-11,product5931,7,95183,666281,399767,14708,32340,21678,468493,197788,57784,10000000,50000
2020-12-07,product5932,2,80101,160202,108298,7676,10609,3599,130182,30020,14218,10000000,50000
2020-06-11,product5933,7,21196,148372,99977,5556,9173,5782,120488,27884,19069,10000000,50000
2020-02-26,product5934,5,89124,445620,247581,20740,15831,10405,294557,151063,52988,10000000,50000
2020-08-29,product5935,3,60843,182529,109072,3981,5551,7742,126346,56183,23244,10000000,50000
2020-03-16,product5936,2,75057,150114,93308,6675,11279,7273,118535,31579,19104,10000000,50000
2020-03-07,product5937,2,7381,14762,9238,578,796,476,11088,3674,1447,10000000,50000
2020-01-05,product5938,1,36020,36020,19612,1259,1102,1470,23443,12577,3159,10000000,50000
2020-06-07,product5939,2,41231,82462,50847,1800,6039,3321,62007,20455,9267,10000000,50000
2020-07-26,product5940,7,79877,559139,349956,8712,27977,11573,398218,160921,48512,10000000,50000
2020-03-13,product5941,9,48620,437580,255594,16063,20550,14345,306552,131028,33637,10000000,50000
2020-07-10,product5942,1,57996,57996,35986,2423,3660,2142,44211,13785,6923,10000000,50000
2020-01-20,product5943,7,31584,221088,151096,7875,13879,9260,182110,38978,27479,10000000,50000
2020-05-17,product5944,9,72770,654930,405805,23412,46771,21694,497682,157248,62156,10000000,50000
2020-12-27,product5945,6,17754,106524,53755,2566,7619,2895,66835,39689,11150,10000000,50000
2020-03-05,product5946,2,93145,186290,124154,6652,13324,9116,153246,33044,27969,10000000,50000
2020-12-25,product5947,7,8528,59696,40551,1487,3651,2956,48645,11051,7876,10000000,50000
2020-02-28,product5948,4,71128,284512,148554,5084,16156,6892,176686,107826,35024,10000000,50000
2020-07-30,product5949,3,80171,240513,122834,3756,12678,8332,147600,92913,17140,10000000,50000
2020-10-19,product5950,1,88711,88711,51497,2287,3975,2179,59938,28773,9349,10000000,50000
2020-12-25,product5951,9,79959,719631,503234,28992,34887,16905,584018,135613,109222,10000000,50000
2020-09-02,product5952,3,13186,39558,24966,1351,1773,1390,29480,10078,5592,10000000,50000
2020-02-09,product5953,8,94609,756872,498020,18123,27703,15782,559628,197244,73140,10000000,50000
2020-05-28,product5954,9,96928,872352,533451,26470,52297,35746,647964,224388,102228,10000000,50000
2020-12-29,product5955,9,37554,337986,172287,14844,18267,13358,218756,119230,34444,10000000,50000
2020-07-10,product5956,6,59696,358176,208475,9002,23133,11961,252571,105605,28085,10000000,50000
2020-06-09,product5957,1,8458,8458,5227,410,283,296,6216,2242,1056,10000000,50000
2020-02-06,product5958,3,60621,181863,95991,4534,9524,3743,113792,68071,13375,10000000,50000
2020-10-26,product5959,6,65521,393126,270722,13148,15388,17316,316574,76552,47542,10000000,50000
2020-08-19,product5960,10,57544,575440,294998,11743,45863,28073,380677,194763,63895,10000000,50000
2020-09-10,product5961,6,76042,456252,268736,11200,14638,21435,316009,140243,61024,10000000,50000
2020-10-14,product5962,7,19997,139979,94258,2617,10178,4133,111186,28793,14573,10000000,50000
2020-08-10,product5963,3,34453,103359,53222,5152,7155,2425,67954,35405,12323,10000000,50000
2020-01-25,product5964,7,24590,172130,92024,7112,10869,3815,113820,58310,16012,10000000,50000
2020-12-03,product5965,5,94099,470495,281985,20706,19191,18620,340502,129993,67612,10000000,50000
2020-06-26,product5966,4,5350,21400,13273,639,649,519,15080,6320,1992,10000000,50000
2020-12-16,product5967,1,34794,34794,19460,647,2434,937,23478,11316,3844,10000000,50000
2020-03-09,product5968,5,58415,292075,158162,9382,10284,7507,185335,106740,32363,10000000,50000
2020-10-09,product5969,9,95102,855918,566139,37785,49399,20142,673465,182453,89792,10000000,50000
2020-09-01,product5970,4,71809,287236,157624,12092,10588,13279,193583,93653,36694,10000000,50000
2020-09-25,product5971,6,46253,277518,178450,9310,10488,6067,204315,73203,34346,10000000,50000
2020-02-24,product5972,5,93933,469665,264272,8024,28281,10518,311095,158570,40194,10000000,50000
2020-02-14,product5973,1,41082,41082,25751,1511,2795,823,30880,10202,3198,10000000,50000
2020-03-20,product5974,9,86767,780903,478233,25666,25073,18101,547073,233830,106705,10000000,50000
2020-09-04,product5975,10,82087,820870,562595,17265,27901,21510,629271,191599,118569,10000000,50000
2020-11-23,product5976,8,8844,70752,45692,2183,4209,2752,54836,15916,5950,10000000,50000
2020-02-26,product5977,8,23465,187720,109713,7721,11320,4430,133184,54536,22292,10000000,50000
2020-04-22,product5978,7,81302,569114,385970,10113,29465,27836,453384,115730,62960,10000000,50000
2020-07-28,product5979,3,6465,19395,11101,356,679,795,12931,6464,2361,10000000,50000
2020-02-11,product5980,5,46641,233205,116964,6364,17362,11100,151790,81415,28108,10000000,50000
2020-05-24,product5981,8,12039,96312,58107,4427,5637,2334,70505,25807,8947,10000000,50000
2020-08-14,product5982,3,94023,282069,151478,9323,21706,13197,195704,86365,35425,10000000,50000
2020-04-18,product5983,6,55650,333900,195409,8110,15484,9182,228185,105715,29555,10000000,50000
2020-11-28,product5984,7,75670,529690,318818,21827,22157,12763,375565,154125,51350,10000000,50000
2020-11-28,product5985,5,44288,221440,135976,6987,10948,8108,162019,59421,22856,10000000,50000
2020-11-18,product5986,3,63911,191733,121276,3041,13548,4662,142527,49206,18699,10000000,50000
2020-04-14,product5987,2,47787,95574,59750,4227,3966,2303,70246,25328,12273,10000000,50000
2020-11-10,product5988,2,89642,179284,125327,3548,8537,4150,141562,37722,18742,10000000,50000
2020-04-22,product5989,6,9238,55428,31073,1748,1814,2633,37268,18160,4307,10000000,50000
2020-10-01,product5990,2,53474,106948,57825,1700,5721,3573,68819,38129,12218,10000000,50000
2020-03-02,product5991,7,14496,101472,59328,3824,3566,2086,68804,32668,11134,10000000,50000
2020-05-19,product5992,3,46482,139446,82087,6551,9117,5627,103382,36064,14344,10000000,50000
2020-11-24,product5993,5,69792,348960,204075,13323,21882,14916,254196,94764,43233,10000000,50000
2020-08-05,product5994,6,10721,64326,35635,2376,2144,1516,41671,22655,5061,10000000,50000
2020-08-07,product5995,2,52760,105520,57204,1970,6661,2624,68459,37061,13147,10000000,50000
2020-04-23,product5996,2,12510,25020,16328,1130,1947,596,20001,5019,3223,10000000,50000
2020-07-15,product5997,10,57470,574700,315395,24871,32682,23797,396745,177955,47396,10000000,50000
2020-12-09,product5998,10,34421,344210,225049,13234,12548,12125,262956,81254,30990,10000000,50000
2020-08-12,product5999,4,91665,366660,205533,16138,17744,13295,252710,113950,43967,10000000,50000
2020-02-16,product6000,3,38690,116070,63009,2386,7750,3438,76583,39487,12882,10000000,50000
2020-01-26,product6001,10,54519,545190,372548,19809,20134,17332,429823,115367,72874,10000000,50000
2020-06-22,product6002,4,55477,221908,115590,9532,17619,5798,148539,73369,25922,10000000,50000
2020-08-19,product6003,2,42754,85508,51245,2112,4409,3574,61340,24168,11581,10000000,50000
2020-09-08,product6004,8,66447,531576,293084,8315,20279,25454,347132,184444,39038,10000000,50000
2020-09-11,product6005,8,74837,598696,398126,17261,45739,15646,476772,121924,58241,10000000,50000
2020-02-21,product6006,8,60764,486112,259043,8139,37256,22201,326639,159473,50728,10000000,50000
2020-01-23,product6007,5,9751,48755,25340,1425,2109,1040,29914,18841,4766,10000000,50000
2020-09-13,product6008,7,41129,287903,190370,5253,13968,7811,217402,70501,35517,10000000,50000
2020-05-22,product6009,5,12876,64380,38197,3022,4740,3166,49125,15255,9144,10000000,50000
2020-12-27,product6010,10,15969,159690,97026,5519,6789,7811,117145,42545,14106,10000000,50000
2020-09-28,product6011,4,42907,171628,89015,2865,6942,5252,104074,67554,13435,10000000,50000
2020-06-16,product6012,8,5178,41424,22009,1346,3012,1683,28050,13374,3743,10000000,50000
2020-09-08,product6013,8,21753,174024,93265,2778,12024,4213,112280,61744,11544,10000000,50000
2020-12-01,product6014,3,85665,256995,152424,11814,19329,10949,194516,62479,23710,10000000,50000
2020-12-28,product6015,3,54312,162936,101870,4792,5953,6499,119114,43822,21758,10000000,50000
2020-01-12,product6016,4,74303,297212,203113,10423,14820,11133,239489,57723,46957,10000000,50000
2020-11-10,product6017,9,79011,711099,434051,10698,49916,15817,510482,200617,84808,10000000,50000
2020-03-03,product6018,9,47824,430416,233386,21101,19699,17211,291397,139019,41446,10000000,50000
2020-03-31,product6019,8,77166,617328,315604,30349,39895,12738,398586,218742,63810,10000000,50000
2020-10-19,product6020,8,67988,543904,349627,10535,35272,18375,413809,130095,70826,10000000,50000
2020-06-30,product6021,9,51033,459297,282129,10650,25783,20710,339272,120025,58637,10000000,50000
2020-02-18,product6022,4,65643,262572,177457,4405,19821,12174,213857,48715,22120,10000000,50000
2020-06-06,product6023,8,79055,632440,345405,10166,45149,25915,426635,205805,63381,10000000,50000
2020-12-06,product6024,2,20985,41970,29218,865,1877,2007,33967,8003,4844,10000000,50000
